word,translation
exhibit,v.展览
tangle,n.缠结的一团
shade,n.阴凉处
pirate,n.海盗
consecutive,adj.连续的，连贯的
admire,v.钦佩，仰慕
claim,v.要求
racket,n.喧哗
inherit,v.继承
costume,n.戏服
office,n.办公室
work,v.干活，工作
understanding,adj.善解人意的，体谅人的
paradigm,n.典范，范例
spade,n.铲子
stun,v.使震惊
express,adj.快速的
time,n.时间
mat,n.小地毯
cartoon,n.漫画
lash,v.鞭打
be,v.是
grammar,n.语法
river,n.河
across,adv.从一边到另一边
lump,n.块
eminent,adj.卓越的
eccentric,adj.古怪的，反常的
combine,v.结合
could,mod. v.可以，能
corporate,adj.公司的
submit,v.提交
noodle,n.面条
grass,n.草地
juice,n.果汁，菜汁，肉汁
textbook,adj.规范的，标准的
skate,v.滑冰
ear,n.耳朵
paralyze,v.使瘫痪
July,n.七月
dispose,v.安排
prosperous,adj.兴旺的，富足的
map,n.地图
unify,v.统一，使成为一体
retention,n.保留，保持
sow,v.播种
fry,v.油煎，油炸
something,pron.某事，某物
whole,adj.全部的，整体的
title,n.标题
vice,n.不良习惯
photo,n.照片
pale,adj.（面色）苍白的
cottage,n.村舍
centigrade,n.摄氏度
whatever,pron.任何
make,v.做
screw,n.螺丝（钉）
corner,n.角
classmate,n.同班同学
nutrition,n.营养，滋养
toe,n.脚趾，足尖
bell,n.铃（声），钟（声）
abolish,v.废止
welfare,n.幸福
business,n.商业
end,n.尽头
other,adj.其他的
lake,n.湖，湖泊
undertake,v.着手做，承担
proposition,n.提议
volunteer,n.志愿者，志愿兵
judicial,adj.司法的，审判的，法庭的
okay,adj.可以的
rap,n.说唱
intellectual,adj.智力的，脑力的
prospect,n.可能性
soda,n.苏打水
skill,n.技能
tension,n.矛盾
whenever,adv.无论何时，每当
yours,pron.你的，你们的
hurry,n.匆忙，急忙
owl,n.猫头鹰
weekend,n.周末
grocer,n.食品杂货商
revolve,v.旋转
declaration,n.宣布，宣言，声明
ever,adv.曾经
clock,n.时钟
otherwise,adv.否则
precede,v.先于
thumb,n.拇指
enough,adj.充足的
percent,adj.每一百中
outbreak,n.爆发，突然发生
sorrow,n.悲伤，痛苦
liberate,v.解放
melon,n.瓜，甜瓜
bank,n.银行
meat,n.肉
shipment,n.运输
assault,v.袭击，攻击
sane,adj.理智的
qualitative,adj.定性的
typewriter,n.打字机
leap,v.跳跃
mock,v.嘲笑，嘲弄
bean,n.豆，豆荚，豆科植物
comparison,n.比较
civilization,n.文明
sponsor,n.赞助者
smart,adj.聪明的
gallery,n.画廊
daunting,adj.令人畏惧的
bring,v.带来
hide,n.隐蔽处
quarrel,v.争吵
just,adv.刚才
bed,n.床，（河）床，（海等的）底，花坛
telephone,n.电话
swallow,v.吞下，咽下
marine,adj.海洋的
satisfactory,adj.令人满意的
manifest,v.表明，显现
whip,n.鞭子
overnight,adv.在晚上
future,adj.将来的，未来的
inland,adv.向内陆，向内地
ascend,v.上升
delay,n.耽搁，推迟
report,n.报告
preclude,v.妨碍，阻止
tie,n.领带
independence,n.独立
estimate,v.估计
suspicion,n.怀疑，猜疑
key,n.钥匙
luxury,n.奢侈
soluble,adj.可溶的
standard,adj.规范的
germ,n.细菌
sob,v.哭泣，呜咽
level,adj.平的
organ,n.器官
furnish,v.布置房间
send,v.邮寄
lion,n.狮子
coordinate,v.配合
rabbit,n.兔子
renovate,v.修复
analogue,adj.模拟的
comprehension,n.理解力
custom,n.风俗
sea,n.海
accuse,v.指责
familiar,adj.熟悉的
tuck,v.把…塞进
bonus,n.奖金
cheek,n.脸颊
road,n.道路
aspire,v.向往，渴望
astonish,v.使惊讶
diamond,n.钻石
normalization,n.正常化
birth,n.出生
mouse,n.老鼠
target,n.目标
comfort,n.舒适
navy,n.海军
pronunciation,n.发音
shaft,n.电梯井，通风井
parasite,n.寄生虫，寄生动植物
dread,v.恐惧，担心
largely,adv.在很大程度上，主要地，大半地
canteen,n.食堂
drip,v.滴下
slide,v.滑行
right,adj.正确的
militant,adj.好战的，激进的
hit,n.打
glow,v.发出微光
explosion,n.爆炸（声）
complement,v.补充，补足
shatter,v.（使）破碎
delicious,adj.美味的
glad,adj.高兴的
furnace,n.炉子
preferable,adj.更可取的，更适合的
sulfur,n.硫，硫磺
heave,v.举起，抛，拉
withstand,v.经受，承受，顶住
nightmare,n.噩梦，梦魇
tragedy,n.悲剧
disable,v.使残废
dictate,v.口述
collar,n.衣领
within,adv.在内部，在里面
erosion,n.腐蚀，侵蚀
create,v.创造，创作
inspiration,n.鼓舞
theirs,pron.他们的，她们的，它们的
glorious,adj.辉煌的
commence,v.开始发生
tail,n.尾巴
dragon,n.龙
alloy,n.合金
compromise,n.妥协
equipment,n.设备，装备
withdraw,v.撤回
parallel,adj.平行的
blame,v.把…归咎于，责怪
cupboard,n.橱柜
choice,n.选择
van,n.货车，面包车
destiny,n.命运，天数
since,adv.自…以后
category,n.种类，类别
illegal,adj.非法的
bureaucracy,n.官僚
sober,adj.清醒的
constitution,n.宪法
depend,v.依靠，信赖
body,n.身体
inhabitant,n.居民
lounge,n.休息室
rug,n.小地毯
enrich,v.使充实
speculate,v.推测
sequence,n.一系列
pledge,v.保证
pursue,v.追求
vessel,n.船，舰
bully,v.恐吓
side,adj.旁边的
edition,n.版本
frequency,n.频率
bother,n.麻烦
preceding,adj.在前的
activate,v.活性化
value,n.价值
my,pron.我的
age,n.年龄（段）
contrive,v.设法做到
durable,adj.耐用的
exit,n.出口
shut,v.关上，关闭
turkey,n.火鸡（肉）
available,adj.可获得的
carve,v.雕刻
accommodate,v.容纳
hostage,n.人质
egg,n.鸡蛋
aboard,prep.在船（或飞机、火车等）上
cigar,n.雪茄烟
tremendous,adj.极好的
rebel,n.叛乱者
the,article.这，那
pretty,adv.相当，很
taboo,n.禁忌，忌讳
eve,n.前夜，前夕
eighteen,num.十八
represent,v.代表
flavor,n.味道
alleviate,v.减轻
pin,n.大头针
tragic,adj.悲惨的，可悲的
affirm,v.断言
culture,n.文化，文明
afraid,adj.害怕的
horror,n.惊恐，震惊
fantastic,adj.极好的
achieve,v.完成
climax,n.最高点
sound,n.声音，响声
survival,n.存活，幸存
bolster,v.增强
chain,n.链条
stationery,n.文具
avoid,v.避免做
discrepancy,n.差异，不符合
prudent,adj.谨慎的
grandmother,n.奶奶，外婆，（外）祖母
fragment,n.碎片
arouse,v.唤起，激起
ripe,adj.成熟的
bureau,n.办事处
deer,n.鹿
stroll,n.散步，闲逛
voice,n.声音，嗓音
indication,n.表明，标示，象征
insurance,n.保险
panda,n.大熊猫
texture,n.质地
tire,n.轮胎，车胎
radical,adj.根本的，彻底的
hoist,v.提升，拉高，吊起
how,adv.多么，怎样，如何
calcium,n.钙
oral,adj.口头的
cripple,v.使跛，使残疾
thirty,num.三十
sue,v.控告
far,adj.较远的
street,n.街道，大街
agency,n.代理机构
food,n.食物
disease,n.疾病
elegant,adj.优雅的
petrol,n.汽油
misunderstand,v.误解，误会
rumor,n.传闻
spacious,adj.广阔的，宽敞的
plateau,n.高原
dimension,n.维度
quick,adj.快的
grand,adj.壮丽的
sly,adj.狡诈的
credential,n.凭证
information,n.信息，情报
boot,n.靴子
barren,adj.贫瘠的
topic,n.话题，主题，议题
arrest,v.逮捕
stocking,n.长筒袜
configuration,n.布局，构造
peanut,n.花生
stick,v.刺
cereal,n.谷类食物
persuasion,n.说服
idiot,n.蠢货，白痴
zone,n.地带，区域
movement,n.移动
intact,adj.完好无损的，完整的
administration,n.管理
doze,v.瞌睡
penetrate,v.穿过
ring,n.戒指
residence,n.住所
resemble,v.看起来像，与…相似
restraint,n.控制
curb,v.抑制，约束
thirst,n.口渴
lease,n.租约，租契
tangible,adj.实际的，真实的
spectacle,n.壮观的景象
scramble,v.攀登
hay,n.干草
dismay,v.使惊愕
psychiatry,n.精神病学
prompt,adj.迅速的
offspring,n.子女，后代
indignation,n.愤慨，愤怒
cloth,n.布料，织物
board,n.板
week,n.周，星期
railway,n.铁路
bleed,v.流血
humor,n.幽默
plain,n.平原
search,n.搜寻
bathe,v.洗澡
reproach,n.责备，指责
space,n.空间
brandy,n.白兰地
toilet,n.抽水马桶
button,n.纽扣
ethic,n.道德规范
secretary,n.秘书
direction,n.方向
secondary,adj.次要的
equity,n.资产净值
chin,n.下巴
people,n.人，人们
mood,n.心情，情绪
sphere,n.球体，球形
bacteria,n.细菌
clothe,v.给…穿衣
recovery,n.恢复
socialism,n.社会主义
stimulate,v.促使
magnify,v.放大
else,adj.其他的
linger,v.继续存留
sheer,adj.（表示强调）完全的
somewhere,adv.在某处
applause,n.鼓掌
sentence,n.句子
frame,n.框架，结构
decade,n.十年
underlie,v.构成…的基础，作为…的原因
shout,v.大声说
steak,n.牛排，鱼排，肉块
graph,n.图表，曲线图
excursion,n.远足
quart,n.夸脱
palm,n.手掌，手心
landscape,n.风景
bracket,n.括号
press,n.报道
barely,adv.仅仅
entertainment,n.娱乐
frighten,v.使惊吓，使惊恐
constant,adj.连续不断的
nap,n.小睡，打盹
diversion,n.消遣，娱乐
aggressive,adj.好斗的
policeman,n.（男）警察
packet,n.小包，小盒
interface,n.界面
salient,adj.显著的，突出的
diffuse,v.传播
sensation,n.感觉
lottery,n.彩票抽奖
gulf,n.海湾
male,adj.男性的
satellite,n.（人造）卫星
cage,n.笼子
perplex,v.迷惑，使困惑
exciting,adj.令人激动的，使人兴奋的
rear,n.后部
remote,adj.偏远的
cancer,n.癌症
illness,n.疾病
obstacle,n.阻碍
chapter,n.（书的）章
deficit,n.赤字，逆差
paper,n.纸
majority,n.大多数
strange,adj.奇怪的
pay,v.支付
wrinkle,n.皱纹
employer,n.雇主，老板
retail,n.零售
pull,v.拉，扯，拔
saint,n.圣人，圣徒
oxide,n.氧化物
furniture,n.家具
repetition,n.重复
rifle,n.步枪
respond,v.回复，回答
erode,v.侵蚀，腐蚀
door,n.门
corrupt,adj.腐败的
virtue,n.德行，美德
onto,prep.朝，向，面向
over,adv.倒下
snap,v.断裂
attendant,n.服务员
pillow,n.枕头
good,adj.好的
cable,n.缆绳
excite,v.激发
panorama,n.全景
contest,n.比赛，竞赛
shutter,n.百叶窗
prescribe,v.开药
football,n.足球
themselves,pron.他们自己，她们自己，它们自己
definition,n.定义
grin,n.咧嘴笑
disastrous,adj.灾难性的
together,adv.一起，同时
compare,v.比较
landlady,n.女房东，女店主
telegraph,n.电报
anticipate,v.预料
label,n.标签，标记
blank,adj.空白的
buffet,n.自助餐
typist,n.打字员
scatter,v.撒播
repression,n.镇压
receipt,n.发票，收据
soil,n.土壤，土地
cue,n.线索
editorial,adj.编辑的
photograph,n.照片
razor,n.剃刀
proceed,v.继续做
priest,n.牧师，神职人员
composition,n.组成方式，成分
spin,v.快速旋转
June,n.六月
less,adv.程度较低地，更小地，较少地
lateral,adj.侧面的，横向的
defy,v.违抗，蔑视
wave,n.波浪
breeze,n.微风
implement,v.使生效，贯彻，履行
drum,n.鼓
part,n.部分
fireman,n.消防队员
repeatedly,adv.重复地，再三地
multiply,v.乘
red,adj.红色的
slogan,n.标题，口号
entitle,v.给…权利（或资格）
assist,v.协助
groan,v.呻吟
pine,n.松树
grown-up,adj.成年的，成人的
testimony,n.证词，口供
appointment,n.预约
dividend,n.红利，股息
vary,v.有不同，相异
flag,n.旗，旗帜
town,n.镇，城镇
reproduce,v.繁殖
process,n.步骤
Internet,n.互联网
axe,n.斧
pottery,n.陶器
require,v.需要
coach,n.教练
lure,n.诱惑力，魅力
compel,v.强迫，迫使
conversely,adv.相反地
forum,n.论坛
any,det.任何的
habitat,n.生长环境，栖息地
console,v.安慰，抚慰
handicap,n.生理缺陷，残疾
yourselves,pron.你们自己
fable,n.寓言
video,n.录像，视频
emit,v.发出
style,n.风格
scarce,adj.缺乏的
concurrent,adj.同时发生的，并存的
transition,n.过渡，转变，变迁
gorgeous,adj.非常漂亮的
window,n.窗户
toward,prep.朝，朝向
mountain,n.山，山岳
world,n.世界
pour,v.倾倒
doubt,v.怀疑
forge,v.伪造
audit,v.审计
battery,n.电池
advocate,v.拥护，支持
arrange,v.安排
sniff,v.嗅，闻
leave,v.离开
elevate,v.提拔
impetus,n.动力，促进，刺激
surveillance,n.监视，监控
unfortunately,adv.不幸地，遗憾地
beef,n.牛肉
fruitful,adj.多产的
auction,n.拍卖
albeit,conj.尽管，虽然
salesperson,n.售货员
municipal,adj.市政的，地方政府的
overhead,adj.头顶上的
let,v.让，允许
conclusion,n.结论
disappoint,v.使失望
venue,n.举办场所，聚会地点
transmission,n.传送
poison,n.毒药
solidarity,n.团结
recognition,n.认出
seam,n.接缝
rob,v.盗窃
stairway,n.楼梯，阶梯
assign,v.分配
autumn,n.秋季，秋天
artistic,adj.艺术的
beauty,n.美丽
proof,n.证据
necessity,n.必需品
tutor,n.家庭教师
clerk,n.职员
pickup,n.改善
alternative,adj.可供替代的
core,n.果核
intuition,n.直觉
prepare,v.准备
brochure,n.小册子
college,n.大学
tired,adj.疲劳的，厌烦的
dock,n.码头
resolve,v.解决
axis,n.轴，轴线，轴心
imperative,n.重要紧急的事
spicy,adj.辛辣的
afternoon,n.下午
dash,n.猛冲
tunnel,n.隧道，地道，洞穴通道
drama,n.戏剧
slack,adj.松弛的
hamper,v.妨碍，阻碍
damage,n.损坏，伤害
cite,v.引用
drag,v.拖拽
rotate,v.（使）旋转
fade,v.褪色
chop,n.砍，劈
blog,n.博客
potato,n.土豆
sake,n.缘故
removal,n.移动
surroundings,n.周围的事物，环境
jail,n.监狱
communicate,v.交流，沟通
sky,n.天空
eligible,adj.有资格的
module,n.单元
pistol,n.手枪
string,n.绳，线
plead,v.恳求
branch,n.树枝
govern,v.统治
motel,n.汽车旅馆
objection,n.反对
enhance,v.提高
comb,n.梳子
cry,n.哭
operate,v.运转，工作
hole,n.孔，洞
attractive,adj.吸引人的
route,n.道路
assistant,n.助手
camera,n.照相机，摄影机
distort,v.扭曲
eloquent,adj.有说服力的
pose,v.造成（问题）
January,n.一月
oval,adj.椭圆形的
symptom,n.症状
jazz,n.爵士乐
invalid,adj.无效的，不受法律承认的
bounce,v.弹跳，跳动
wait,n.等待
voltage,n.电压
sneeze,v.打喷嚏
skirt,n.裙子
play,v.玩
balloon,v.膨胀
edit,v.编辑
educate,v.教育
ray,n.光线
lip,n.嘴唇
tiresome,adj.令人厌烦的，讨厌的
sacrifice,n.牺牲
get,v.得到
torch,n.火炬
verb,n.动词
cabin,n.小木屋
chew,v.咀嚼
engage,v.吸引
spit,v.吐
outer,adj.外表的
altitude,n.海拔
subordinate,adj.隶属的
issue,n.议题
of,prep.属于
vast,adj.巨大的，广阔的，庞大的
federation,n.联邦
magnificent,adj.宏伟的，令人印象深刻的
acclaim,v.称赞
rational,adj.合理的
consensus,n.一致的意见，共识
tribe,n.部落
foot,n.脚，足
connect,v.连接
clone,v.无性繁殖，克隆
teacher,n.教师
soar,v.暴涨
meditation,n.沉思，冥想
volcano,n.火山
pipe,n.管道
saturate,v.使浸透，渗透
Thanksgiving,n.感恩节
brisk,adj.轻快的
straw,n.稻草，麦秆
birthday,n.生日
midst,n.中央，中部，当中
observe,v.注意到
dialog,n.对话，对白
distribute,v.分发
alcohol,n.酒
progress,n.进展
overcoat,n.长大衣，厚外套
tall,adj.高的
explain,v.解释，说明
senate,n.参议院
settle,v.解决
ribbon,n.带子，带状物
purse,n.钱包
shirt,n.衬衫
ground,n.地面，土地
fiscal,adj.财政的
dynasty,n.王朝，朝代
conscience,n.良心，良知
flatter,v.奉承
portray,v.描绘
heroin,n.海洛因
yes,int.是的，好
woman,n.女性，妇女
picture,n.图画
recreation,n.消遣，娱乐
compose,v.组成
transistor,n.晶体管
relish,v.享受，从…获得乐趣
reputation,n.名声，名誉
them,pron.他们，她们，它们
more,det.更多的
degree,n.度
danger,n.危险
stock,n.库存
speak,v.说话
readily,adv.便利地
expose,v.暴露
profit,n.利润
hold,v.拿着
steep,adj.险峻的
passion,n.激情
steel,n.钢
recite,v.背诵，朗诵
sophisticated,adj.精密的
deter,v.阻止，制止，威慑
stranger,n.陌生人
fight,v.打仗
spoon,n.勺，匙
riddle,n.谜语
fulfill,v.完成
stoop,v.弯腰，俯身
calculate,v.计算
torrent,n.急流，湍流
sigh,v.叹气
shame,n.羞耻
fluent,adj.流利的，流畅的
coward,n.懦夫，胆小鬼
interference,n.干涉，介入
aviation,n.航空（业）
venture,v.冒险去
land,n.土地
striking,adj.引人注目的，显著的
overhaul,v.彻底检修
lately,adv.最近，近来
volatile,adj.易变的，不稳定的
vulnerable,adj.易受伤害的，脆弱的
favorable,adj.有利的
comparative,adj.比较的
pea,n.豌豆
acknowledge,v.承认
exterior,n.外部
surpass,v.超过，强过
trade,n.贸易
milk,n.奶，乳汁
tourist,n.游客，观光者
pasture,v.放牧
tribute,n.致敬
servant,n.仆人
late,adj.迟到的
criminal,adj.犯罪的
ashamed,adj.羞耻的，惭愧的
absence,n.缺席
housewife,n.家庭主妇
write,v.书写
extraordinary,adj.非凡的
chill,v.使寒冷
political,adj.政治的
verify,v.核实，证明
fisherman,n.渔夫
capsule,n.胶囊
intense,adj.强烈的，剧烈的
hotel,n.宾馆，酒店
drawing,n.图画
car,n.小汽车
plumber,n.管道工
synthetic,adj.合成的，人造的
preface,n.前言，序
treaty,n.条约，协定
next,adj.下一个的，紧接着的
recycle,v.回收利用
banquet,n.宴会，盛宴
integrate,v.合并
vocal,adj.嗓音的
batch,n.一批，一组，一群
hour,n.小时
nut,n.坚果
desperate,adj.绝望的，孤注一掷的
emigrate,v.移居，移民
pathetic,adj.可怜的
detective,n.侦探
kite,n.风筝
specialist,n.专家
tolerate,v.忍受
glue,n.胶，胶水
cop,n.警察
absent,adj.缺席的
legislation,n.立法
sport,n.体育运动
employ,v.雇用
climate,n.气候
criticize,v.批评
assure,v.保证
newspaper,n.报纸
considerable,adj.相当大的，相当多的
awful,adj.糟糕的
whale,n.鲸
collide,v.碰撞
doctor,n.医生
tank,n.罐，箱
variance,n.变化幅度，差额
customer,n.顾客
race,n.种族
ozone,n.臭氧
foster,v.促进
cab,n.出租车
elite,n.上层集团
command,n.命令
gigantic,adj.巨大的，庞大的
correspondent,n.记者，通讯员
geography,n.地理学
marginal,adj.不重要的
resistance,n.反抗
genius,n.天赋
comedy,n.喜剧
memorandum,n.备忘录
preside,v.掌管
plastic,adj.塑料制的
nest,n.鸟巢，巢穴
magnetic,adj.有磁性的
tooth,n.牙齿
sweet,adj.甜的
this,det.这，这个
costly,adj.昂贵的
mechanical,adj.机械的
chaos,n.混乱，紊乱
terminal,n.终点站
index,n.索引
extravagant,adj.过于昂贵的
rage,n.风靡一时
lower,adj.较小的
Mercury,n.水星
neighbor,n.邻居
training,n.训练，培训，锻炼
forbid,v.禁止
liquor,n.烈性酒
hygiene,n.卫生，保健
quantity,n.数量
camel,n.骆驼
who,pron.谁
kidney,n.肾脏
elbow,v.用肘推挤
another,det.又一
broom,n.扫帚
ski,n.滑雪板
source,n.来源
affiliate,v.使隶属
query,n.疑问，询问
meadow,n.草地
worker,n.工人，雇员
chart,n.图表
Thursday,n.星期四
vitamin,n.维生素
arise,v.出现，发生
catastrophe,n.重大灾难，横祸
patient,n.病人
workshop,n.研讨会
forget,v.忘记
bold,adj.大胆的
eastern,adj.东方的
tour,n.旅游
creature,n.生物
liver,n.肝脏
naughty,adj.顽皮的，淘气的
win,v.获胜
leading,adj.最重要的
word,n.单词，字
vision,n.视力
sing,v.唱（歌）
curriculum,n.全部课程
presently,adv.目前，现在
universe,n.宇宙
mankind,n.人类
August,n.八月
stance,n.观点，立场
weary,adj.疲劳的
whisky,n.威士忌
bizarre,adj.奇异的，怪诞的
arithmetic,n.算术
equip,v.配备，装备
consult,v.请教，咨询
pant,v.气喘，喘息
suggest,v.建议
put,v.放置
sparkle,v.闪烁
annual,adj.全年的
grace,n.优雅
moisture,n.潮湿，湿气，湿度
petition,n.请愿书
nickname,n.绰号
Marxist,n.马克思主义者
resolute,adj.坚决的
suspect,v.怀疑，推测
commonplace,adj.平凡的，普通的
view,n.看法
however,adv.然而
hate,n.憎恨，厌恶
delegate,v.选派（某人做某事）
basket,n.篮子，筐
unfold,v.展开，打开
bail,n.保释（金）
diplomatic,adj.外交的
flesh,n.肉
wolf,n.狼
flu,n.流行性感冒
loyal,adj.忠诚的，忠贞的
condense,v.压缩
clue,n.线索，提示
mosaic,n.马赛克，镶嵌画
fluctuate,v.波动
diet,n.日常饮食
mislead,v.误导，使误入歧途
drug,n.药物
mask,n.面具，面罩，口罩
sew,v.缝纫
trap,n.陷阱，圈套
thoughtful,adj.沉思的
share,v.分享
infect,v.感染，传染
loop,n.环，圈
uneasy,adj.不和谐的
consultant,n.顾问
origin,n.起源
constrain,v.限制，约束
protein,n.蛋白质
nasty,adj.下流的
fine,adj.美好的
dynamic,adj.精力充沛的
rural,adj.乡村的
moderate,adj.温和的
drain,v.排水
chairperson,n.主席
wool,n.绒，毛
period,n.一段时间
standpoint,n.立场
wardrobe,n.衣柜，衣橱
pilgrim,n.朝圣者
amount,n.数量
pneumonia,n.肺炎
practitioner,n.从业者
terrify,v.使恐惧，使害怕
god,n.上帝，天主
serial,adj.连续的
account,v.认为是，视为
print,v.印刷
regard,n.关注
vertical,adj.垂直的
proficiency,n.熟练，精通
remove,v.移开
song,n.歌曲
participate,v.参与，参加
goods,n.商品
trace,v.追踪
philosopher,n.哲学家
primitive,adj.远古的
enemy,n.敌人，反对者
emphasis,n.强调
worry,n.担心
worthy,adj.值得尊敬的
differentiate,v.区分，辨别
spectacular,adj.壮观的，令人惊叹的
allowance,n.津贴
TV,n.电视
distract,v.使分心
portable,adj.便携的，手提的
triangle,n.三角形
earnest,adj.诚实的，真诚的
orphan,n.孤儿
spokesman,n.（男）发言人
waken,v.醒来
pinch,v.拧，掐
immense,adj.巨大的，广大的
salary,n.薪水
delight,n.愉快
quality,n.质量
whatsoever,adv.任何，无论什么
aside,adv.在一边
precision,n.精确（性）
hall,n.门厅
step,n.脚步
stumble,v.绊脚，踉跄
enquire,v.询问，打听
common,adj.常见的，普遍的
hip,n.臀部，髋部
guard,n.保卫
fatigue,n.疲惫
story,n.故事
radius,n.半径
dinosaur,n.恐龙
month,n.月，月份
aluminum,n.铝
meanwhile,adv.与此同时
awkward,adj.尴尬的
compact,adj.小型的
penny,n.便士
back,n.背
increasingly,adv.不断增加地，日益
gossip,n.流言蜚语
resign,v.辞职
destination,n.目的地，终点
game,n.游戏
attack,v.进攻，攻击
border,n.国界，边界
stove,n.炉子，火炉
cousin,n.堂 (表) 兄弟姐妹
emerge,v.出现
cabinet,n.橱柜
impressive,adj.给人深刻印象的
discreet,adj.谨慎的
signal,n.信号，暗号
halt,v.停止
police,n.警察
pedestrian,adj.行人的
bullet,n.子弹
paradox,n.悖论
hence,adv.因此，由此
contaminate,v.弄脏，污染
stare,n.凝视
fruit,n.水果
government,n.政府
instrument,n.仪器
pursuit,n.追求
erroneous,adj.错误的
various,adj.各种各样的，不同的
entry,n.进入
prejudice,n.偏见，成见
iron,adj.坚强的，强硬坚定的
competent,adj.胜任的
declare,v.宣布，宣称
smog,n.雾霾，烟雾
blossom,n.花
advise,v.建议
baby,n.婴儿，幼崽
acceptance,n.接受
belief,n.相信
break,n.休息
sustain,v.保持
orange,n.橙子，柑橘
obesity,n.肥胖症
blush,v.脸红
incident,n.事件
solo,n.独唱（奏）
fluid,n.流体，液体
neighborhood,n.社区，街坊邻居
rat,n.老鼠
all,det.所有
bargain,n.特价商品
collection,n.收藏品
compatible,adj.兼容的
conservative,adj.保守的
summary,n.总结
troublesome,adj.令人烦恼的，麻烦的
liner,n.邮轮
dwelling,n.住宅，寓所
verse,n.诗
attain,v.获得
economics,n.经济学
plan,n.计划
drive,v.驾驶
investigate,v.调查，侦查，研究
scrutiny,n.仔细检查，认真审查
export,v.出口
model,n.模型
lantern,n.提灯，灯笼
torture,v.拷问，拷打
gentleman,n.绅士
retain,v.保持，保留
eventually,adv.终于，最后
inspire,v.激励，鼓舞
memory,n.记忆力
ice cream,phrase.冰激凌
jacket,n.夹克衫
peninsula,n.半岛
salute,v.敬礼
denote,v.象征，预示
starve,v.挨饿
local,adj.当地的，地方的
cord,n.粗线，细绳
continual,adj.连续的
slim,adj.苗条的
gradual,adj.逐渐的
grade,n.级别
ninety,num.九十
appraisal,n.估计
field,n.田
crazy,adj.疯狂的
hurt,adj.受伤的
management,n.管理
wary,adj.小心的，谨慎的
splash,v.泼洒
moreover,adv.此外，而且
warrant,v.使有必要
vivid,adj.清晰的，生动的
drown,v.淹没
prose,n.散文
cast,v.投，抛
row,n.一行，一排
physical,adj.身体的
expectation,n.预期
anniversary,n.周年纪念日
conform,v.遵守
oxygen,n.氧气
loyalty,n.忠诚，忠心
minimize,v.使减少到最低程度
already,adv.已经
tempt,v.引诱，诱惑
astronaut,n.宇航员
refute,v.反驳
purpose,n.目的，用途
basic,adj.根本的
exclaim,v.呼喊，惊叫
letter,n.信
major,adj.主要的，重要的
white,adj.白色的
fear,n.害怕
mere,adj.仅仅，只不过
telescope,n.望远镜
quiz,n.小测验
levy,n.税款
dilute,v.稀释
crisp,adj.酥脆的
signify,v.意味着
deputy,n.副手
attorney,n.律师
fantasy,n.幻想（作品）
browse,v.浏览
which,pron.哪个，哪些，那些
discriminate,v.区别
accent,n.重音
biscuit,n.饼干
toss,v.扔，抛，掷
mind,n.头脑
prevail,v.流行
air,n.空气
example,n.例子
maneuver,n.策略
wax,n.蜡
parliament,n.议会，国会
monitor,n.班长
statistics,n.统计数据
wherever,adv.究竟在哪儿
rush,v.迅速移动
sad,adj.悲哀的
forest,n.森林
simultaneous,adj.同时发生的，同步的
sock,n.短袜
reign,n.统治期，任期
never,adv.从未，从不，绝不
sign,n.迹象
refrain,v.克制
decree,n.法令，政令
cross,adj.愤怒的，生气的
diploma,n.毕业文凭，学位证书
belong,v.应在（某处）
devil,n.魔鬼，恶魔
depress,v.使沮丧
rectangle,n.长方形，矩形
barber,n.理发师
hair,n.毛发，尤指头发
omit,v.省略，遗漏
difficult,adj.困难的
today,adv.现在，当今
weep,v.流泪，哭泣
carrier,n.病菌携带者
enlighten,v.启发
quota,n.定额，指标
fabricate,v.捏造
magic,n.魔法
monotonous,adj.单调乏味的，无变化的
horrible,adj.可怕的
exert,v.运用
shelter,n.住处
event,n.事件
roar,v.咆哮
violet,n.紫罗兰
overall,adj.全面的，综合的，总体的
conservation,n.节约
historical,adj.历史的，有关历史的
short,adj.短的
cassette,n.盒式磁带
comet,n.彗星
expend,v.消费
throne,n.宝座
summarize,v.概括，总结
society,n.社会
pole,n.杆子
bare,adj.赤裸的
suburb,n.市郊，郊区
bundle,n.捆，包，扎
verdict,n.裁决，判决
goose,n.鹅
nephew,n.侄子，外甥
fool,adj.傻的
stagger,v.蹒跚
utter,adj.完全的，彻底的
beside,prep.在…旁边
underestimate,v.低估，轻视
planet,n.行星
precaution,n.预防措施
insist,v.坚持，坚决要求
triple,v.使增至三倍，使成三倍
pardon,int.抱歉
sunshine,n.阳光，日照
haul,v.拖，拉
read,v.阅读
listen,v.听，倾听
mobilize,v.调动
dizzy,adj.头晕目眩的
happen,v.发生，出现
reasonable,adj.明智的
feast,n.盛宴
trash,n.垃圾，废物
await,v.等待
cafe,n.咖啡馆
imaginary,adj.想象的，虚构的
accordingly,adv.因此，从而
invasion,n.入侵
faculty,n.天赋
dioxide,n.二氧化物
phrase,n.短语
automatic,adj.自动的
fracture,v.断裂
complicate,v.使复杂化
fault,n.故障
inn,n.小旅馆，小酒馆
growth,n.生长
helicopter,n.直升机
nerve,n.神经
Tuesday,n.星期二
descendant,n.后裔，后代
staircase,n.楼梯
engineering,n.工程（学）
inhabit,v.居住在，栖息在
enthusiasm,n.热情
she,pron.她
see,v.看
